sku	product_name	category	prev_year_cost	prev_year_price	prev_year_margin	new_cost	prev_year_sales	win_rate
ADD-AA-500G-TECH	Anti-Block Agent (Silica), 500 g	Plasticizers & Additives	6.27	9.2	0.3182	6.64	57651.07	0.8966
SOL-XYLE-500ML-TECH	Xylene, 500 mL	Solvents	6.28	8.8	0.2864	7.51	5000	0.6916
SPC-INIT-500G-IND	Initiator (AIBN), Industrial Grade, 500 g	Specialty Chemicals	21.35	40.55	0.4736	22.78	18859.84	0.3601
BAS-SS-5G-TECH	Sodium Silicate, 5 Gal	Bases & Alkalis	91.39	136.56	0.3307	108.16	999313.06	0.4795
SOL-DIME-5G-TECH	Dimethylformamide (DMF), 5 Gal	Solvents	231.35	341.68	0.3229	285.88	0	
WTR-TP-500G-ACS	Trisodium Phosphate (TSP), ACS Reagent Grade, 500 g	Water Treatment	5.7	10.75	0.4695	6	0	
ACD-AA-500ML-IND	Acetic Acid (Glacial), Industrial Grade, 500 mL	Acids	4.87	6.78	0.2816	5.23	0	
SAL-AN-25KG-TECH	Ammonium Nitrate, 25 kg Bag	Salts & Inorganic Compounds	122.59	165.86	0.2609	120.71	0	
SAL-AC-25KG-TECH	Ammonium Chloride, 25 kg Bag	Salts & Inorganic Compounds	125.72	192.11	0.3456	128.32	0	
WTR-AS-25KG-TECH	Aluminum Sulfate (Alum), 25 kg Bag	Water Treatment	76.17	104.19	0.269	81.93	0	
SAL-PC-2P5KG-TECH	Potassium Chloride, 2.5 kg	Salts & Inorganic Compounds	11.29	16.31	0.308	11.93	0	
BAS-SH-500G-IND	Sodium Hydroxide (Caustic Soda), Industrial Grade, 500 g	Bases & Alkalis	2.78	4.42	0.3707	3.14	5964.15	0.4772
SOL-ACET-1G-TECH-2	Acetonitrile, 1 Gal	Solvents	95.36	119.37	0.2011	104.32	0	
SOL-1-55G-IND	1,4-Dioxane, Industrial Grade, 55 Gal Drum	Solvents	2406.82	3351.86	0.2819	2576.59	0	
SAL-PN-50LB-TECH	Potassium Nitrate, 50 lb Bag	Salts & Inorganic Compounds	192.72	256.37	0.2483	201.33	34639.52	0.4424
SOL-TOLU-5G-IND	Toluene, Industrial Grade, 5 Gal	Solvents	157.37	220.36	0.2859	166.08	781977.59	0.4031
PIG-KC-25KG-IND	Kaolin Clay, Industrial Grade, 25 kg Bag	Pigments & Dyes	74.19	117.65	0.3694	73.71	0	
RES-PR-1G-TECH	Polyester Resin (Unsaturated), 1 Gal	Resins & Polymers	45.23	83.04	0.4553	52.04	0	
SOL-N-ME-500ML-IND	N-Methyl-2-Pyrrolidone (NMP), Industrial Grade, 500 mL	Solvents	13.57	16.57	0.1811	14.46	0	
WTR-IER-500G-ACS	Ion Exchange Resin (Cation), ACS Reagent Grade, 500 g	Water Treatment	19.32	28.73	0.3276	22.44	0	
ACD-MA-2P5KG-IND	Maleic Acid, Industrial Grade, 2.5 kg	Acids	36.47	50.02	0.271	37.75	7208.36	0.4571
SRF-SLS-500ML-IND	Sodium Laureth Sulfate (SLES), Industrial Grade, 500 mL	Surfactants & Emulsifiers	5.61	10.98	0.4892	6.34	0	
SOL-GEE-55G-TECH	Glycol Ether EB, 55 Gal Drum	Solvents	1661.67	2320.85	0.284	1816.73	50427.83	0.4883
WTR-IER-25KG-IND-2	Ion Exchange Resin (Anion), Industrial Grade, 25 kg Bag	Water Treatment	605.01	974.92	0.3794	665.46	32453.21	0.8976
SOL-MS-55G-IND	Mineral Spirits, Industrial Grade, 55 Gal Drum	Solvents	940.05	1350.59	0.304	949.85	223670.1	0.7637
ACD-LA-500ML-TECH	Lactic Acid (88%), 500 mL	Acids	6.36	9.62	0.3389	6.3	0	
SRF-SS-2P5KG-TECH	Sodium Stearate, 2.5 kg	Surfactants & Emulsifiers	21.48	38.8	0.4464	21.77	52623.82	0.7393
WTR-TP-500G-IND	Trisodium Phosphate (TSP), Industrial Grade, 500 g	Water Treatment	4.21	6.59	0.3607	4.43	0	
SRF-P8-1G-TECH	Polysorbate 80 (Tween 80), 1 Gal	Surfactants & Emulsifiers	73.22	131.63	0.4437	93.07	431501.16	0.4132
SAL-SS-500G-TECH-2	Sodium Sulfide (60%), 500 g	Salts & Inorganic Compounds	4.02	5.84	0.3119	4.03	0	
ACD-BA-2P5KG-USP	Boric Acid, USP/NF Grade, 2.5 kg	Acids	28.97	49.17	0.4108	37.04	14086.93	0.2703
WTR-FS-2P5KG-ACS	Ferrous Sulfate, ACS Reagent Grade, 2.5 kg	Water Treatment	12.13	18.02	0.3269	12.19	0	
SOL-HEXA-1G-ACS	Hexanes, ACS Reagent Grade, 1 Gal	Solvents	48.44	60.79	0.2032	51.13	0	
BAS-MONO-1G-IND	Monoethanolamine (MEA), Industrial Grade, 1 Gal	Bases & Alkalis	42.83	54.14	0.209	45.94	0	
ADD-UA-2P5KG-IND	UV Absorber (Benzotriazole), Industrial Grade, 2.5 kg	Plasticizers & Additives	156.7	271.22	0.4222	171.12	0	
SOL-DS-55G-TECH	Dimethyl Sulfoxide (DMSO), 55 Gal Drum	Solvents	2302.83	3639.24	0.3672	2476.5	0	
SOL-N-ME-5G-ACS	N-Methyl-2-Pyrrolidone (NMP), ACS Reagent Grade, 5 Gal	Solvents	509.84	625.47	0.1849	543.12	0	
RES-POLY-25KG-IND	Polyvinylpyrrolidone (PVP), Industrial Grade, 25 kg Bag	Resins & Polymers	598.4	1040.83	0.4251	618.21	31581.51	0.7346
ACD-FA-5G-ACS	Formic Acid (88%), ACS Reagent Grade, 5 Gal	Acids	260.78	371.43	0.2979	328.84	376506.13	0.3431
RES-SL-500ML-IND	Styrene-Butadiene Latex, Industrial Grade, 500 mL	Resins & Polymers	5.58	7.7	0.2751	8.06	5000	0.6273
SPC-CA-500G-TECH-2	Chelating Agent (DTPA), 500 g	Specialty Chemicals	9.09	20.33	0.5529	10.45	20242.52	0.527
SOL-D-LI-5G-IND	d-Limonene, Industrial Grade, 5 Gal	Solvents	271.73	362.59	0.2506	311.62	30962.8	0.4098
SOL-1-1G-TECH	1,4-Dioxane, 1 Gal	Solvents	62.03	77.13	0.1958	66.41	0	
WTR-PC-500ML-TECH	Polyaluminum Chloride (PAC), 500 mL	Water Treatment	3.41	4.61	0.261	3.62	0	
SAL-MC-50LB-IND	Magnesium Chloride (Flake), Industrial Grade, 50 lb Bag	Salts & Inorganic Compounds	97.59	148.21	0.3415	103.95	452486.38	0.5686
WTR-POLY-25KG-TECH	Polyacrylamide (Anionic), 25 kg Bag	Water Treatment	331.75	474.08	0.3002	348.4	0	
SAL-PN-2P5KG-TECH	Potassium Nitrate, 2.5 kg	Salts & Inorganic Compounds	26.4	33.78	0.2185	27.58	185855.35	0.5825
BAS-CH-50LB-TECH	Calcium Hydroxide, 50 lb Bag	Bases & Alkalis	80.41	103.23	0.2211	83.35	0	
WTR-IER-25KG-TECH-2	Ion Exchange Resin (Anion), 25 kg Bag	Water Treatment	556.49	845.53	0.3418	612.1	40288.84	0.8979
SOL-GEE-1G-IND	Glycol Ether EB, Industrial Grade, 1 Gal	Solvents	48.93	70.44	0.3054	53.5	154050.88	0.7035
ACD-OA-2P5KG-IND	Oxalic Acid, Industrial Grade, 2.5 kg	Acids	33.76	49.73	0.3211	35.99	7781.57	0.5981
WTR-TP-2P5KG-IND	Trisodium Phosphate (TSP), Industrial Grade, 2.5 kg	Water Treatment	17.73	25.96	0.317	18.67	0	
OIL-CO-500ML-IND	Castor Oil (USP), Industrial Grade, 500 mL	Oils & Waxes	7.32	11.08	0.3396	7.28	5000	0.95
SAL-SC-25KG-TECH	Sodium Chloride (Industrial), 25 kg Bag	Salts & Inorganic Compounds	52.78	64.23	0.1783	73.65	0	
SPC-RM-500ML-IND-2	Rheology Modifier (HEUR), Industrial Grade, 500 mL	Specialty Chemicals	23.63	62.23	0.6203	24.89	229442.4	0.2301
SOL-XYLE-500ML-IND	Xylene, Industrial Grade, 500 mL	Solvents	6.32	8.71	0.2744	7.55	293961.22	0.6489
ACD-OA-50LB-TECH	Oxalic Acid, 50 lb Bag	Acids	243.66	324.72	0.2496	259.76	565153.88	0.1389
SOL-D-LI-500ML-TECH	d-Limonene, 500 mL	Solvents	9.13	12.29	0.2571	10.47	448622.33	0.7899
WTR-TP-2P5KG-ACS	Trisodium Phosphate (TSP), ACS Reagent Grade, 2.5 kg	Water Treatment	25.82	43.66	0.4086	27.19	0	
ACD-CA-50LB-IND-2	Chromic Acid, Industrial Grade, 50 lb Bag	Acids	494.92	673.27	0.2649	519	155601.38	0.5397
ADD-DP-1G-IND	Dioctyl Phthalate (DOP), Industrial Grade, 1 Gal	Plasticizers & Additives	52.01	76.12	0.3167	56.85	638468.16	0.732
ACD-TA-500G-TECH	Tartaric Acid, 500 g	Acids	8.19	13.23	0.3807	8.76	173723.32	0.7118
SAL-AN-2P5KG-IND	Ammonium Nitrate, Industrial Grade, 2.5 kg	Salts & Inorganic Compounds	15.63	22.34	0.3002	15.39	0	
ADD-ANTI-500G-IND	Antioxidant (Irganox 1010), Industrial Grade, 500 g	Plasticizers & Additives	20.24	31.56	0.3586	21.14	310695.41	0.3973
ACD-AA-55G-IND	Acetic Acid (Glacial), Industrial Grade, 55 Gal Drum	Acids	1203.54	1692.58	0.2889	1293.05	0	
PIG-IOY-500G-TECH	Iron Oxide Yellow, 500 g	Pigments & Dyes	4.47	7.27	0.3848	4.54	10445.06	0.5562
RES-POLY-500G-IND	Polyvinylpyrrolidone (PVP), Industrial Grade, 500 g	Resins & Polymers	17.59	31.24	0.4369	18.17	72571.99	0.5081
ACD-SA-2P5KG-TECH-2	Salicylic Acid, 2.5 kg	Acids	41.25	58.59	0.296	42.43	653655.44	0.5582
SAL-CS-50LB-TECH	Copper Sulfate, 50 lb Bag	Salts & Inorganic Compounds	153.59	219.04	0.2988	177.03	0	
SOL-N-BU-5G-TECH	n-Butanol, 5 Gal	Solvents	149.75	194.34	0.2295	161.83	0	
ADD-FA-500G-TECH	Foaming Agent (Azodicarbonamide), 500 g	Plasticizers & Additives	7.75	11.54	0.3285	8.51	5028.63	0.7548
PIG-CC-500G-IND-2	Calcium Carbonate (Precipitated), Industrial Grade, 500 g	Pigments & Dyes	3.08	6.15	0.4988	3.63	0	
ACD-HA-500ML-TECH-2	Hydrofluoric Acid (49%), 500 mL	Acids	16.59	22.16	0.2514	19.9	0	
SAL-ZC-50LB-TECH	Zinc Chloride, 50 lb Bag	Salts & Inorganic Compounds	211.35	298.43	0.2918	217.2	0	
SOL-MS-500ML-TECH	Mineral Spirits, 500 mL	Solvents	3.75	4.55	0.1765	3.79	123970.39	0.9278
RES-SR-1G-IND	Silicone Resin, Industrial Grade, 1 Gal	Resins & Polymers	120.71	223.19	0.4592	116.92	102266.79	0.5251
OIL-PW-2P5KG-IND	Paraffin Wax (Fully Refined), Industrial Grade, 2.5 kg	Oils & Waxes	25.84	39.73	0.3496	26.14	0	
BAS-CO-2P5KG-TECH	Calcium Oxide (Quicklime), 2.5 kg	Bases & Alkalis	8.96	13.02	0.3118	9.75	0	
SAL-MS-2P5KG-IND	Magnesium Sulfate (Epsom Salt), Industrial Grade, 2.5 kg	Salts & Inorganic Compounds	10.95	16.5	0.3364	11.54	10273.7	0.6653
ACD-MA-2P5KG-TECH	Maleic Acid, 2.5 kg	Acids	36.1	53.87	0.3298	37.36	206920.46	0.5934
WTR-CH-2P5KG-ACS	Calcium Hypochlorite (65%), ACS Reagent Grade, 2.5 kg	Water Treatment	41.25	69.89	0.4098	41.69	5000	0.4158
SOL-TETR-1G-IND	Tetrahydrofuran (THF), Industrial Grade, 1 Gal	Solvents	76.24	109.84	0.3059	82.4	5000	0.2442
SOL-DIME-500ML-TECH	Dimethylformamide (DMF), 500 mL	Solvents	8.01	9.97	0.1965	9.9	0	
WTR-SB-1G-IND	Sodium Bisulfite (38%), Industrial Grade, 1 Gal	Water Treatment	23.76	35.16	0.3242	24.33	0	
SOL-ETHA-5G-TECH	Ethanol (Denatured), 5 Gal	Solvents	138.04	228.89	0.3969	162.99	29257.43	0.2846
ACD-SA-500G-TECH-2	Salicylic Acid, 500 g	Acids	9.23	14.69	0.3718	9.49	150516.93	0.9282
SAL-AC-2P5KG-TECH	Ammonium Chloride, 2.5 kg	Salts & Inorganic Compounds	16.37	23.77	0.3113	16.71	0	
SOL-ACET-500ML-TECH-2	Acetonitrile, 500 mL	Solvents	14.57	17.12	0.1488	15.94	0	
SAL-ZC-2P5KG-ACS	Zinc Chloride, ACS Reagent Grade, 2.5 kg	Salts & Inorganic Compounds	37.82	45.94	0.1768	38.87	0	
SOL-TOLU-55G-TECH	Toluene, 55 Gal Drum	Solvents	1291.62	1640.99	0.2129	1363.14	960655.32	0.2741
ACD-SA-25KG-TECH	Stearic Acid, 25 kg Bag	Acids	181.08	329.77	0.4509	184.17	0	
SAL-AC-50LB-IND	Ammonium Chloride, Industrial Grade, 50 lb Bag	Salts & Inorganic Compounds	122.89	185.85	0.3388	125.43	0	
SOL-CYCL-55G-IND	Cyclohexane, Industrial Grade, 55 Gal Drum	Solvents	1484.05	1936.84	0.2338	1621.08	54900.02	0.599
WTR-IER-500G-TECH-2	Ion Exchange Resin (Anion), 500 g	Water Treatment	16.02	28.25	0.433	17.62	141962.72	0.2265
SAL-CS-500G-IND	Copper Sulfate, Industrial Grade, 500 g	Salts & Inorganic Compounds	4.91	7.2	0.3177	5.66	0	
WTR-IER-2P5KG-TECH	Ion Exchange Resin (Cation), 2.5 kg	Water Treatment	59.7	99.03	0.3972	69.35	0	
RES-PB-500G-IND	Polyvinyl Butyral (PVB), Industrial Grade, 500 g	Resins & Polymers	14.62	24.76	0.4096	15.29	0	
SRF-P2-1G-TECH	Polysorbate 20 (Tween 20), 1 Gal	Surfactants & Emulsifiers	78.68	115.96	0.3215	77.95	0	
OIL-PO-1G-IND	Palm Oil (RBD), Industrial Grade, 1 Gal	Oils & Waxes	34.78	52.72	0.3402	39.04	816392.5	0.3053
SAL-SC-2P5KG-IND	Sodium Chloride (Industrial), Industrial Grade, 2.5 kg	Salts & Inorganic Compounds	6.55	9.08	0.2786	9.14	0	
RES-ER-1G-IND	Epoxy Resin (Bisphenol A), Industrial Grade, 1 Gal	Resins & Polymers	66.2	103.54	0.3606	75.72	1069793.87	0.3601
WTR-SH-500G-TECH	Sodium Hexametaphosphate, 500 g	Water Treatment	4.51	6.71	0.3275	6.29	0	
SOL-N-ME-1G-TECH	N-Methyl-2-Pyrrolidone (NMP), 1 Gal	Solvents	88.09	108.63	0.1891	93.84	0	
SAL-SN-500G-TECH	Sodium Nitrate, 500 g	Salts & Inorganic Compounds	4.6	5.81	0.2078	4.72	0	
SPC-SCA-500ML-TECH	Silane Coupling Agent (A-187), 500 mL	Specialty Chemicals	42.59	102.24	0.5834	45.33	9345.18	0.2474
ADD-DA-5G-TECH	Dioctyl Adipate (DOA), 5 Gal	Plasticizers & Additives	256.81	494.6	0.4808	259.88	0	
OIL-PW-2P5KG-TECH	Polyethylene Wax, 2.5 kg	Oils & Waxes	36.13	53.8	0.3284	37.94	0	
ADD-DA-1G-TECH	Dioctyl Adipate (DOA), 1 Gal	Plasticizers & Additives	58.76	96.34	0.3901	59.46	0	
ACD-HA-1G-TECH	Hydrochloric Acid, 1 Gal	Acids	19.4	30.25	0.3586	20.61	0	
SOL-CYCL-1G-TECH	Cyclohexane, 1 Gal	Solvents	38.55	50.08	0.2303	42.11	24845.76	0.4474
ACD-SA-55G-IND	Sulfuric Acid, Industrial Grade, 55 Gal Drum	Acids	555.68	845.47	0.3428	580.21	30670.83	0.4878
WTR-CH-500G-TECH	Calcium Hypochlorite (65%), 500 g	Water Treatment	5.98	8.11	0.2622	6.04	32109.96	0.7806
SOL-1-55G-TECH	1,4-Dioxane, 55 Gal Drum	Solvents	2261.3	3255.99	0.3055	2420.81	0	
BAS-PC-50LB-IND	Potassium Carbonate, Industrial Grade, 50 lb Bag	Bases & Alkalis	161.4	232.61	0.3061	172.05	19045.94	0.6035
SOL-CHLO-500ML-ACS	Chloroform, ACS Reagent Grade, 500 mL	Solvents	11.69	15.7	0.2556	12.38	0	
SAL-MS-50LB-USP	Magnesium Sulfate (Epsom Salt), USP/NF Grade, 50 lb Bag	Salts & Inorganic Compounds	121.19	180.23	0.3276	127.74	35480.47	0.3471
SOL-D-LI-1G-TECH	d-Limonene, 1 Gal	Solvents	65.01	83.06	0.2173	74.55	23269.5	0.4576
SAL-SN-2P5KG-IND	Sodium Nitrate, Industrial Grade, 2.5 kg	Salts & Inorganic Compounds	20.04	27.7	0.2764	20.55	0	
SOL-DICH-500ML-ACS	Dichloromethane (DCM), ACS Reagent Grade, 500 mL	Solvents	10.25	12.78	0.1981	10.44	0	
BAS-SC-2P5KG-IND	Sodium Carbonate (Soda Ash), Industrial Grade, 2.5 kg	Bases & Alkalis	14.16	21.22	0.3328	15.19	0	
SAL-PC-2P5KG-IND	Potassium Chloride, Industrial Grade, 2.5 kg	Salts & Inorganic Compounds	11.89	17.07	0.3036	12.57	0	
ACD-PA-500ML-TECH	Phosphoric Acid (85%), 500 mL	Acids	3.61	5.18	0.3025	3.82	37377.69	0.9212
WTR-AC-50LB-TECH	Activated Carbon (Granular), 50 lb Bag	Water Treatment	241.04	363.66	0.3372	255.33	0	
WTR-POLY-500G-IND-2	Polyacrylamide (Cationic), Industrial Grade, 500 g	Water Treatment	11.26	17.1	0.3414	12.69	0	
SOL-METH-500ML-TECH	Methanol, 500 mL	Solvents	3.19	4.42	0.2789	3.16	669940.53	0.7256
SAL-AN-500G-IND	Ammonium Nitrate, Industrial Grade, 500 g	Salts & Inorganic Compounds	3.32	4.48	0.2588	3.27	0	
ACD-SA-50LB-TECH-2	Salicylic Acid, 50 lb Bag	Acids	302.31	401.78	0.2476	310.97	327103.94	0.2289
ACD-HA-5G-IND-2	Hydrofluoric Acid (49%), Industrial Grade, 5 Gal	Acids	478.5	714.88	0.3307	573.84	0	
WTR-TP-25KG-TECH	Trisodium Phosphate (TSP), 25 kg Bag	Water Treatment	145.99	230.49	0.3666	153.76	0	
SAL-SS-25KG-TECH	Sodium Sulfate (Anhydrous), 25 kg Bag	Salts & Inorganic Compounds	73.64	106.95	0.3114	72.97	852378.18	0.193
SOL-MS-5G-IND	Mineral Spirits, Industrial Grade, 5 Gal	Solvents	112.58	141.33	0.2034	113.75	240076.42	0.7656
SAL-ST-2P5KG-IND	Sodium Thiosulfate, Industrial Grade, 2.5 kg	Salts & Inorganic Compounds	16.9	24	0.2959	18.21	15391.83	0.7062
SOL-METH-1G-IND	Methanol, Industrial Grade, 1 Gal	Solvents	21.52	29.75	0.2766	21.34	25977.28	0.5748
BAS-SB-500G-USP	Sodium Bicarbonate, USP/NF Grade, 500 g	Bases & Alkalis	4.58	6.67	0.3138	4.95	10800.43	0.7789
ACD-CA-500G-TECH-2	Chromic Acid, 500 g	Acids	13.85	19.87	0.303	14.52	126052.18	0.5984
WTR-IER-2P5KG-IND	Ion Exchange Resin (Cation), Industrial Grade, 2.5 kg	Water Treatment	66.42	91.25	0.2721	77.16	0	
OXD-SP-2P5KG-TECH	Sodium Percarbonate, 2.5 kg	Industrial Gases & Oxidizers	20.99	27.63	0.2404	25.06	6780.74	0.5298
SOL-ETHA-1G-IND	Ethanol (Denatured), Industrial Grade, 1 Gal	Solvents	32.83	45.31	0.2754	38.76	23965.58	0.4067
SOL-N-ME-5G-IND	N-Methyl-2-Pyrrolidone (NMP), Industrial Grade, 5 Gal	Solvents	360.69	470.74	0.2338	384.23	0	
SOL-N-ME-500ML-ACS	N-Methyl-2-Pyrrolidone (NMP), ACS Reagent Grade, 500 mL	Solvents	17.93	22.23	0.1933	19.1	0	
SOL-HEXA-5G-ACS	Hexanes, ACS Reagent Grade, 5 Gal	Solvents	200.38	252.38	0.206	211.5	0	
SAL-SC-25KG-IND	Sodium Chloride (Industrial), Industrial Grade, 25 kg Bag	Salts & Inorganic Compounds	54.19	75.67	0.2839	75.62	0	
BAS-SB-2P5KG-USP	Sodium Bicarbonate, USP/NF Grade, 2.5 kg	Bases & Alkalis	20.38	27	0.2451	22.01	29517.33	0.6201
ACD-SA-2P5KG-TECH	Stearic Acid, 2.5 kg	Acids	22.01	32.31	0.3188	22.39	0	
ACD-FA-500ML-TECH	Formic Acid (88%), 500 mL	Acids	6.44	10.66	0.396	8.12	14042.6	0.357
OXD-PA-1G-IND	Peracetic Acid (15%), Industrial Grade, 1 Gal	Industrial Gases & Oxidizers	58.73	74.31	0.2096	58.79	16857.18	0.5299
WTR-SB-500ML-TECH	Sodium Bisulfite (38%), 500 mL	Water Treatment	3.35	4.98	0.3273	3.43	0	
PIG-UB-500G-TECH	Ultramarine Blue, 500 g	Pigments & Dyes	6.88	13.82	0.5022	7	9818.22	0.4324
WTR-CH-50LB-IND	Calcium Hypochlorite (65%), Industrial Grade, 50 lb Bag	Water Treatment	215.7	373.77	0.4229	217.99	128169.6	0.3829
BAS-MONO-55G-TECH	Monoethanolamine (MEA), 55 Gal Drum	Bases & Alkalis	1588.89	2412.94	0.3415	1704.17	0	
BAS-SB-500G-TECH	Sodium Bicarbonate, 500 g	Bases & Alkalis	3	4.64	0.3529	3.24	12715.17	0.389
WTR-POLY-2P5KG-TECH-2	Polyacrylamide (Cationic), 2.5 kg	Water Treatment	49.5	74.64	0.3368	55.77	0	
SOL-CYCL-1G-IND	Cyclohexane, Industrial Grade, 1 Gal	Solvents	42.85	59.69	0.2822	46.81	244875.9	0.7611
ACD-HA-500ML-IND	Hydrochloric Acid, Industrial Grade, 500 mL	Acids	2.93	4.32	0.321	3.11	0	
PIG-CC-2P5KG-IND	Calcium Carbonate (Precipitated), Industrial Grade, 2.5 kg	Pigments & Dyes	13.78	23.32	0.409	16.26	0	
BAS-CH-25KG-ACS	Calcium Hydroxide, ACS Reagent Grade, 25 kg Bag	Bases & Alkalis	128	152.08	0.1583	132.68	0	
WTR-IER-2P5KG-ACS	Ion Exchange Resin (Cation), ACS Reagent Grade, 2.5 kg	Water Treatment	92.26	140.14	0.3416	107.18	0	
PIG-CC-25KG-IND	Calcium Carbonate (Precipitated), Industrial Grade, 25 kg Bag	Pigments & Dyes	112.28	223.38	0.4974	132.46	0	
SOL-PE-500ML-IND	Petroleum Ether, Industrial Grade, 500 mL	Solvents	5	6.68	0.2511	5.26	6957.7	0.6339
SOL-IA-500ML-IND	Isopropyl Alcohol, Industrial Grade, 500 mL	Solvents	3.81	5.1	0.2535	4.27	5000	0.4361
ACD-FA-55G-IND	Formic Acid (88%), Industrial Grade, 55 Gal Drum	Acids	1586.4	2240.34	0.2919	2000.42	49783.42	0.6888
ACD-BA-50LB-TECH-2	Benzoic Acid, 50 lb Bag	Acids	210.1	289.97	0.2754	214.14	30031.56	0.4154
SPC-CI-2P5KG-IND	Corrosion Inhibitor (Benzotriazole), Industrial Grade, 2.5 kg	Specialty Chemicals	105.65	244.18	0.5673	114.02	10410.91	0.2401
WTR-AS-500G-TECH	Aluminum Sulfate (Alum), 500 g	Water Treatment	2.03	3	0.3239	2.18	0	
SOL-TOLU-1G-IND	Toluene, Industrial Grade, 1 Gal	Solvents	39.71	59.51	0.3328	41.91	22242.44	0.442
ACD-NA-55G-TECH	Nitric Acid, 55 Gal Drum	Acids	981.12	1249.58	0.2148	1020.94	0	
WTR-SB-500ML-IND	Sodium Bisulfite (38%), Industrial Grade, 500 mL	Water Treatment	3.71	5.05	0.2649	3.8	0	
SOL-N-ME-1G-ACS	N-Methyl-2-Pyrrolidone (NMP), ACS Reagent Grade, 1 Gal	Solvents	120.16	172.55	0.3036	128	0	
OIL-LO-1G-TECH	Linseed Oil (Boiled), 1 Gal	Oils & Waxes	43.94	69.25	0.3655	42.39	0	
ADD-UA-500G-IND	UV Absorber (Benzotriazole), Industrial Grade, 500 g	Plasticizers & Additives	35.48	58.89	0.3976	38.74	0	
ACD-BA-50LB-IND	Boric Acid, Industrial Grade, 50 lb Bag	Acids	158.5	238.55	0.3356	202.66	44603.78	0.2495
WTR-PC-500ML-ACS	Polyaluminum Chloride (PAC), ACS Reagent Grade, 500 mL	Water Treatment	4.96	7.07	0.2986	5.26	0	
ACD-GA-500ML-TECH	Glycolic Acid (70%), 500 mL	Acids	8.47	12.26	0.3092	7.95	0	
SPC-IC-500ML-IND	Isocyanate Crosslinker (HDI Trimer), Industrial Grade, 500 mL	Specialty Chemicals	17.22	41.16	0.5817	18.04	0	
WTR-PC-5G-ACS	Polyaluminum Chloride (PAC), ACS Reagent Grade, 5 Gal	Water Treatment	136.74	219.84	0.378	145	0	
SOL-DE-55G-IND	Diethyl Ether, Industrial Grade, 55 Gal Drum	Solvents	2010.11	2896	0.3059	2078.33	145676.47	0.6507
SOL-PE-1G-IND	Petroleum Ether, Industrial Grade, 1 Gal	Solvents	31.05	39.87	0.2212	32.65	40306.06	0.675
SPC-DEFO-5G-TECH	Defoamer (Mineral Oil-Based), 5 Gal	Specialty Chemicals	226.12	402.66	0.4384	265.21	0	
SPC-BIOC-1G-IND-2	Biocide (OIT), Industrial Grade, 1 Gal	Specialty Chemicals	216.91	568.75	0.6186	233.36	824856.78	0.4673
WTR-SH-500G-IND	Sodium Hexametaphosphate, Industrial Grade, 500 g	Water Treatment	4.76	6.98	0.3183	6.64	0	
SOL-N-ME-55G-IND	N-Methyl-2-Pyrrolidone (NMP), Industrial Grade, 55 Gal Drum	Solvents	3183.4	4219.93	0.2456	3391.19	0	
ACD-HA-55G-IND	Hydrochloric Acid, Industrial Grade, 55 Gal Drum	Acids	750.35	983.73	0.2372	797.1	0	
BAS-SS-1G-IND	Sodium Silicate, Industrial Grade, 1 Gal	Bases & Alkalis	23	34.33	0.3301	27.22	113922.39	0.4247
SOL-MIK-5G-IND	Methyl Isobutyl Ketone (MIBK), Industrial Grade, 5 Gal	Solvents	205.41	237.42	0.1348	216.36	0	
WTR-IER-2P5KG-IND-2	Ion Exchange Resin (Anion), Industrial Grade, 2.5 kg	Water Treatment	77.2	116.36	0.3365	84.91	11540.54	0.8747
ACD-TA-2P5KG-TECH	Tartaric Acid, 2.5 kg	Acids	37.71	45.34	0.1683	40.34	1394367.86	0.3183
WTR-SH-55G-TECH	Sodium Hypochlorite (12.5%), 55 Gal Drum	Water Treatment	555.71	713.79	0.2215	646.17	0	
ACD-LA-55G-TECH	Lactic Acid (88%), 55 Gal Drum	Acids	1658.12	2373.19	0.3013	1642.13	0	
ACD-FA-500G-IND	Fumaric Acid, Industrial Grade, 500 g	Acids	7.51	11.09	0.323	7.72	5283.98	0.4095
BAS-CH-2P5KG-TECH	Calcium Hydroxide, 2.5 kg	Bases & Alkalis	10.62	15.89	0.3317	11.01	0	
SAL-ZC-25KG-ACS	Zinc Chloride, ACS Reagent Grade, 25 kg Bag	Salts & Inorganic Compounds	331.87	458.7	0.2765	341.05	0	
OIL-TO-500ML-TECH	Tung Oil, 500 mL	Oils & Waxes	11.43	17.56	0.3492	12.52	0	
PIG-IOR-500G-IND	Iron Oxide Red, Industrial Grade, 500 g	Pigments & Dyes	4.22	7.8	0.4593	4.5	297018.14	0.3601
SPC-BIOC-500ML-IND-2	Biocide (OIT), Industrial Grade, 500 mL	Specialty Chemicals	32.07	59.27	0.4589	34.5	5000	0.48
OXD-PP-2P5KG-IND	Potassium Permanganate, Industrial Grade, 2.5 kg	Industrial Gases & Oxidizers	42.63	58.11	0.2664	43.11	0	
WTR-SB-1G-TECH	Sodium Bisulfite (38%), 1 Gal	Water Treatment	23.12	35.04	0.3402	23.68	0	
WTR-FC-5G-IND	Ferric Chloride (40%), Industrial Grade, 5 Gal	Water Treatment	73.82	98.06	0.2472	85.51	0	
SAL-MC-2P5KG-IND	Magnesium Chloride (Flake), Industrial Grade, 2.5 kg	Salts & Inorganic Compounds	13.52	18.84	0.2824	14.4	8700.02	0.3387
